Mon_RX_TIME;BSR_OR_ACK_SOURCE;BSR_OR_ACK_TIMESTAMP;BSR_OR_ACK_SEQNO;TYPE;BUNDLE_X_SOURCE;BUNDLE_X_TIMESTAMP;BUNDLE_X_SEQNO;FRAG_OFFSET;FRAG_LENGTH;DELIVERED_TIMESTAMP;CUSTODY_ACCEPTED_TIMESTAMP;RECEIVED_TIMESTAMP;FORWARDED_TIMESTAMP;DELETED_TIMESTAMP;REASON;
0.0;ipn:1.9589;410983755;2;CLIENT_STOP;
0.9233;ipn:1.0;410983755;3;STATUS_REPORT;ipn:1.9589;410983755;1;0;0;410983755;0; ; ; ;no additional information;
