Mon_RX_TIME;BSR_OR_ACK_SOURCE;BSR_OR_ACK_TIMESTAMP;BSR_OR_ACK_SEQNO;TYPE;BUNDLE_X_SOURCE;BUNDLE_X_TIMESTAMP;BUNDLE_X_SEQNO;FRAG_OFFSET;FRAG_LENGTH;DELIVERED_TIMESTAMP;CUSTODY_ACCEPTED_TIMESTAMP;RECEIVED_TIMESTAMP;FORWARDED_TIMESTAMP;DELETED_TIMESTAMP;REASON;
0.0;ipn:1.0;411498600;2;STATUS_REPORT;ipn:1.13910;411498600;1;0;0;411498600;0; ; ; ;no additional information;
0.209618;ipn:1.0;411498601;2;STATUS_REPORT;ipn:1.13910;411498601;1;0;0;411498601;0; ; ; ;no additional information;
0.409095;ipn:1.0;411498601;4;STATUS_REPORT;ipn:1.13910;411498601;3;0;0;411498601;0; ; ; ;no additional information;
0.607664;ipn:1.0;411498601;6;STATUS_REPORT;ipn:1.13910;411498601;5;0;0;411498601;0; ; ; ;no additional information;
0.808182;ipn:1.0;411498601;8;STATUS_REPORT;ipn:1.13910;411498601;7;0;0;411498601;0; ; ; ;no additional information;
1.8436;ipn:1.0;411498601;10;STATUS_REPORT;ipn:1.13910;411498601;9;0;0;411498601;0; ; ; ;no additional information;
1.225746;ipn:1.13910;411498602;2;CLIENT_STOP;
1.231433;ipn:1.0;411498602;3;STATUS_REPORT;ipn:1.13910;411498602;1;0;0;411498602;0; ; ; ;no additional information;
